PROT1	PROT2	RANK_MAJOR	RANK_MINOR	TYPE	PDB_ID	BIO_UNIT	CHAIN1	MODEL1	SEQ_IDENT1	COVERAGE1	SEQ_BEGIN1	SEQ_END1	DOMAIN1	CHAIN2	MODEL2	SEQ_IDENT2	COVERAGE2	SEQ_BEGIN2	SEQ_END2	DOMAIN2	FILENAME	jobid	dvdw
O00194	Q9BV36	1	0	Model	2zet	1	A	0	91.8	84.4	5	188	-	C	0	85.1	23.5	4	144	-	O00194-Q9BV36-MDL-2zet.pdb1-A-0-C-0.pdb	m121	-156.576704
O00194	Q9UNE2	1	0	Model	1zbd	1	A	0	40.5	84.9	6	190	-	B	0	62.8	38.4	45	165	-	O00194-Q9UNE2-MDL-1zbd.pdb1-A-0-B-0.pdb	m122	-106.762594
O00194	Q9Y2J0	1	0	Model	1zbd	2	A	1	40.5	84.9	6	190	-	B	0	91.1	17.6	48	169	-	O00194-Q9Y2J0-MDL-1zbd.pdb2-A-1-B-0.pdb	m123	-46.6841366
O00204	O00204	1	0	Model	3f3y	1	B	0	48.6	77.0	30	310	-	A	0	48.6	77.0	30	310	-	O00204-O00204-MDL-3f3y.pdb1-B-0-A-0.pdb	m124	-36.9042394
O00204	O43704	1	0	Model	1g3m	1	B	0	40.4	66.8	59	302	-	A	0	56.8	94.6	15	294	-	O00204-O43704-MDL-1g3m.pdb1-B-0-A-0.pdb	m125	-25.5492009
O00204	O43704	2	0	Model	2z5f	1	A	0	41.4	66.6	59	301	-	B	0	99.7	99.0	4	296	-	O00204-O43704-MDL-2z5f.pdb1-A-0-B-0.pdb	m126	-8.79371097
O00204	P49888	1	0	Model	1g3m	1	B	0	40.4	66.8	59	302	-	A	0	100.0	98.6	3	292	-	O00204-P49888-MDL-1g3m.pdb1-B-0-A-0.pdb	m127	-26.6450181
O00204	P50225	1	0	Model	1g3m	1	B	0	40.4	66.8	59	302	-	A	0	51.8	95.6	12	293	-	O00204-P50225-MDL-1g3m.pdb1-B-0-A-0.pdb	m128	-23.1968231
O00204	P50225	2	0	Model	2z5f	1	B	0	41.4	66.6	59	301	-	A	0	53.8	98.6	5	295	-	O00204-P50225-MDL-2z5f.pdb1-B-0-A-0.pdb	m129	-21.9902451
O00204	Q6IMI6	1	0	Model	1g3m	1	B	0	40.4	66.8	59	302	-	A	0	52.3	92.4	22	302	-	O00204-Q6IMI6-MDL-1g3m.pdb1-B-0-A-0.pdb	m130	-28.7988768
O00204	Q6IMI6	2	0	Model	2z5f	1	B	0	41.4	66.6	59	301	-	A	0	56.0	92.8	23	304	-	O00204-Q6IMI6-MDL-2z5f.pdb1-B-0-A-0.pdb	m131	-35.5596038
O00206	O43699	1	0	Dom_dom_model	3kj4	-	D	-	27.3	6.6	58	112	LRR_8	B	-	14.9	22.7	35	141	V-set	O00206-O43699-MDD-LRR_8-V-set-3kj4-D-60-116-B-6-112.pdb	m132	-15.843373
O00206	P21810	1	0	Dom_dom_model	5xjo	-	A	-	25.0	6.8	58	114	LRR_8	C	-	34.0	14.1	99	150	LRR_8	O00206-P21810-MDD-LRR_8-LRR_8-5xjo-A-119-179-C-310-363.pdb	m133	-12.1616077
O00206	Q96RL6	1	0	Dom_dom_model	3kj4	-	D	-	27.3	6.6	58	112	LRR_8	B	-	17.4	13.3	37	136	V-set	O00206-Q96RL6-MDD-LRR_8-V-set-3kj4-D-60-116-B-6-112.pdb	m134	-14.4372138
O00206	Q9Y286	1	0	Dom_dom_model	3kj4	-	D	-	27.3	6.6	58	112	LRR_8	B	-	16.8	19.5	31	130	V-set	O00206-Q9Y286-MDD-LRR_8-V-set-3kj4-D-60-116-B-6-112.pdb	m135	-15.687467
O00206	Q9Y2C9	1	0	Model	2j67	1	B	0	33.1	16.9	674	815	-	A	0	69.6	18.5	636	782	-	O00206-Q9Y2C9-MDL-2j67.pdb1-B-0-A-0.pdb	m136	-61.6327993
O00206	Q9Y2C9	3	0	Model	1fyw	2	A	1	40.6	16.9	674	815	-	A	0	49.7	18.0	638	780	-	O00206-Q9Y2C9-MDL-1fyw.pdb2-A-1-A-0.pdb	m137	-57.5333786
O00206	Q9Y336	1	0	Dom_dom_model	6gff	-	J	-	34.4	6.8	58	114	LRR_8	N	-	11.8	20.1	30	130	V-set	O00206-Q9Y336-MDD-LRR_8-V-set-6gff-J-149-209-N-24-137.pdb	m138	-6.9782247
O00212	O43157	1	0	Model	3su8	1	A	0	52.0	84.3	15	191	-	X	0	94.4	26.7	1560	2129	-	O00212-O43157-MDL-3su8.pdb1-A-0-X-0.pdb	m139	-58.2635609
O00212	O60610	1	0	Model	1z2c	1	A	0	52.0	82.4	19	191	-	B	0	91.1	28.4	92	452	-	O00212-O60610-MDL-1z2c.pdb1-A-0-B-0.pdb	m140	-102.269326
O00212	Q9P2R3	1	0	Model	5z2m	1	A	0	31.1	82.9	18	191	-	B	0	35.7	8.9	872	975	-	O00212-Q9P2R3-MDL-5z2m.pdb1-A-0-B-0.pdb	m141	-34.1190378
O00212	Q9Y4D1	1	0	Model	4yc7	1	A	0	45.8	84.3	15	191	-	B	0	30.9	23.1	80	328	-	O00212-Q9Y4D1-MDL-4yc7.pdb1-A-0-B-0.pdb	m142	-59.9086875
O00213	Q06481	2	0	Model	3dxc	1	A	0	100.0	18.3	537	666	-	B	0	77.8	3.5	735	761	-	O00213-Q06481-MDL-3dxc.pdb1-A-0-B-0.pdb	m143	-111.790864
O00213	Q06481	3	0	Model	3dxd	1	A	0	100.0	18.5	537	667	-	B	0	80.0	3.3	737	761	-	O00213-Q06481-MDL-3dxd.pdb1-A-0-B-0.pdb	m144	-111.098202
O00220	O95999	1	0	Dom_dom_model	6gk2	-	F	-	12.7	15.8	368	441	Death	H	-	95.3	34.8	19	101	CARD	O00220-O95999-MDD-Death-CARD-6gk2-F-38-120-H-18-102.pdb	m145	-4.50478963
O00220	Q13158	1	0	Dom_dom_model	3oq9	-	B	-	16.7	16.9	368	446	Death	H	-	95.1	37.5	101	179	Death	O00220-Q13158-MDD-Death-Death-3oq9-B-223-306-H-98-181.pdb	m146	-9.83355386
O00221	Q00653	1	0	Model	1ikn	1	D	0	39.1	43.6	258	475	-	C	0	64.6	12.3	225	335	-	O00221-Q00653-MDL-1ikn.pdb1-D-0-C-0.pdb	m147	-63.2482268
O00221	Q00653	2	0	Model	1nfi	2	E	0	40.0	38.6	255	447	-	C	0	41.4	34.9	39	352	-	O00221-Q00653-MDL-1nfi.pdb2-E-0-C-0.pdb	m148	-51.2275925
O00221	Q04206	2	0	Model	1nfi	2	E	0	40.0	38.6	255	447	-	C	0	99.7	54.6	20	320	-	O00221-Q04206-MDL-1nfi.pdb2-E-0-C-0.pdb	m149	-79.7161128
O00221	Q8IWZ3	2	0	Model	5eil	1	B	0	30.6	32.0	301	460	-	C	0	41.3	5.9	509	658	-	O00221-Q8IWZ3-MDL-5eil.pdb1-B-0-C-0.pdb	m150	-22.1688045
O00221	Q8IWZ3	3	0	Model	5kwd	1	D	0	33.1	27.8	310	448	-	A	0	40.8	6.0	1092	1243	-	O00221-Q8IWZ3-MDL-5kwd.pdb1-D-0-A-0.pdb	m151	-57.9911294
O00231	Q7L5N1	1	0	Dom_dom_model	5gjq	-	Q	-	100.0	6.4	393	419	RPN6_C_helix	U	-	25.4	33.9	194	306	MitMem_reg	O00231-Q7L5N1-MDD-RPN6_C_helix-MitMem_reg-5gjq-Q-393-419-U-166-277.pdb	m152	-30.76283
O00231	Q9UNM6	1	0	Dom_dom_model	5t0g	-	X	-	99.0	23.5	289	387	PCI	Y	-	13.0	26.3	232	334	PCI	O00231-Q9UNM6-MDD-PCI-PCI-5t0g-X-285-389-Y-254-358.pdb	m153	-57.6029937
O00232	Q15008	1	0	Dom_dom_model	4cr2	-	R	-	14.5	22.6	301	416	PCI	Q	-	14.6	26.5	255	357	PCI	O00232-Q15008-MDD-PCI-PCI-4cr2-R-287-392-Q-297-401.pdb	m154	-42.0202295
O00237	P51668	1	0	Model	5ulh	1	C	0	45.5	6.4	620	663	-	A	0	86.4	100.0	1	147	-	O00237-P51668-MDL-5ulh.pdb1-C-0-A-0.pdb	m155	-55.5959478
O00237	P61077	1	0	Model	5ulh	1	C	0	45.5	6.4	620	663	-	A	0	94.6	100.0	1	147	-	O00237-P61077-MDL-5ulh.pdb1-C-0-A-0.pdb	m156	-62.214986
O00237	P61088	1	0	Model	5ulh	1	C	0	45.5	6.4	620	663	-	A	0	47.2	94.7	6	149	-	O00237-P61088-MDL-5ulh.pdb1-C-0-A-0.pdb	m157	-37.1563491
O00237	P62837	1	0	Model	5ulh	1	C	0	45.5	6.4	620	663	-	A	0	97.3	100.0	1	147	-	O00237-P62837-MDL-5ulh.pdb1-C-0-A-0.pdb	m158	-57.0445012
O00237	Q96LR5	1	0	Model	5ulh	1	C	0	45.5	6.4	620	663	-	A	0	62.6	73.1	54	200	-	O00237-Q96LR5-MDL-5ulh.pdb1-C-0-A-0.pdb	m159	-47.4069272
O00237	Q9Y2X8	1	0	Model	5ulh	1	C	0	45.5	6.4	620	663	-	A	0	90.5	100.0	1	147	-	O00237-Q9Y2X8-MDL-5ulh.pdb1-C-0-A-0.pdb	m160	-56.3369859
O00238	P12643	1	0	Model	2qjb	1	D	0	73.8	16.7	30	113	-	B	0	100.0	26.3	293	396	-	O00238-P12643-MDL-2qjb.pdb1-D-0-B-0.pdb	m161	-69.7766761
O00238	P43026	1	0	Model	3evs	1	C	0	97.6	16.9	29	113	-	B	1	100.0	20.8	398	501	-	O00238-P43026-MDL-3evs.pdb1-C-0-B-1.pdb	m162	-91.8285504
O00244	P35670	1	0	Model	5t7l	1	A	0	100.0	98.5	2	68	-	B	0	47.1	4.6	145	212	-	O00244-P35670-MDL-5t7l.pdb1-A-0-B-0.pdb	m163	-25.2682768
O00254	O00254	1	0	Dom_dom_model	5v54	-	A	-	19.0	63.1	116	358	7tm_1	B	-	19.0	63.1	116	358	7tm_1	O00254-O00254-MDD-7tm_1-7tm_1-5v54-A-66-369-B-66-369.pdb	m164	-125.05627
O00254	P25116	1	0	Dom_dom_model	5v54	-	A	-	19.0	63.1	116	358	7tm_1	B	-	19.0	57.6	120	371	7tm_1	O00254-P25116-MDD-7tm_1-7tm_1-5v54-A-66-369-B-66-369.pdb	m165	-129.476326
O00257	O00257	3	0	Model	5ejw	2	A	0	67.6	12.1	1	68	-	A	1	67.6	12.1	1	68	-	O00257-O00257-MDL-5ejw.pdb2-A-0-A-1.pdb	m166	-107.435008
O00257	P35226	1	0	Dom_dom_model	3gs2	-	D	-	47.6	3.8	539	559	CBX7_C	C	-	17.4	19.6	162	226	RAWUL	O00257-P35226-MDD-CBX7_C-RAWUL-3gs2-D-219-240-C-246-330.pdb	m167	-61.0566127
O00257	P68431	1	0	Model	4x3k	1	B	0	68.3	10.7	6	65	-	D	0	100.0	5.1	24	30	-	O00257-P68431-MDL-4x3k.pdb1-B-0-D-0.pdb	m168	-45.2962611
O00257	Q06587	1	0	Dom_dom_model	3gs2	-	D	-	47.6	3.8	539	559	CBX7_C	C	-	40.5	17.5	282	400	RAWUL	O00257-Q06587-MDD-CBX7_C-RAWUL-3gs2-D-219-240-C-246-330.pdb	m169	-67.9933294
O00257	Q99496	1	0	Dom_dom_model	3gs2	-	D	-	47.6	3.8	539	559	CBX7_C	A	-	80.5	21.1	246	330	RAWUL	O00257-Q99496-MDD-CBX7_C-RAWUL-3gs2-D-219-240-A-246-330.pdb	m170	-18.2070695
O00257	Q9HC52	1	0	Model	4x3k	1	A	0	68.3	10.7	6	65	-	B	0	67.2	14.9	4	61	-	O00257-Q9HC52-MDL-4x3k.pdb1-A-0-B-0.pdb	m171	-15.12738
O00264	O15173	1	0	Model	4x8y	1	A	1	100.0	55.4	72	179	-	A	0	71.0	48.0	102	208	-	O00264-O15173-MDL-4x8y.pdb1-A-1-A-0.pdb	m172	-30.5052176
O00267	P24928	1	0	Model	6gmh	1	Z	0	83.9	53.3	176	754	-	A	0	93.4	78.3	11	1553	-	O00267-P24928-MDL-6gmh.pdb1-Z-0-A-0.pdb	m173	-114.600049
O00267	P24928	3	0	Model	5oik	1	Z	0	84.3	53.3	176	754	-	A	0	96.2	75.0	11	1487	-	O00267-P24928-MDL-5oik.pdb1-Z-0-A-0.pdb	m174	-62.7104776
O00273	O00273	1	0	Model	4mac	1	B	0	41.6	23.0	19	94	-	A	0	41.6	23.0	19	94	-	O00273-O00273-MDL-4mac.pdb1-B-0-A-0.pdb	m175	-38.51177
O00291	O75146	1	0	Model	1r0d	12	I	1	68.2	18.5	773	964	-	I	0	97.9	18.1	773	965	-	O00291-O75146-MDL-1r0d.pdb12-I-1-I-0.pdb	m176	-70.5762941
O00303	O00303	1	0	Dom_dom_model	5ln3	-	U	-	32.8	30.0	89	195	JAB	V	-	14.8	29.7	90	195	JAB	O00303-O00303-MDD-JAB-JAB-5ln3-U-4-118-V-28-139.pdb	m177	-62.6473542
O00303	P60228	1	0	Model	5a5t	1	F	0	99.6	76.2	86	357	-	E	0	100.0	94.4	4	423	-	O00303-P60228-MDL-5a5t.pdb1-F-0-E-0.pdb	m178	-25.2717715
O00303	Q7L2H7	1	0	Model	5a5t	1	F	0	99.6	76.2	86	357	-	M	0	100.0	97.9	6	371	-	O00303-Q7L2H7-MDL-5a5t.pdb1-F-0-M-0.pdb	m179	-174.338079
O00303	Q9Y262	1	0	Model	5a5t	1	F	0	99.6	76.2	86	357	-	L	0	99.7	66.1	181	553	-	O00303-Q9Y262-MDL-5a5t.pdb1-F-0-L-0.pdb	m180	-31.6864783
O00308	O00308	1	0	Model	2oni	2	A	2	52.1	42.5	493	862	-	A	3	52.1	42.5	493	862	-	O00308-O00308-MDL-2oni.pdb2-A-2-A-3.pdb	m181	-144.011191
O00308	O15105	1	0	Model	2kxq	1	A	0	43.5	8.5	403	476	-	B	0	100.0	3.5	203	217	-	O00308-O15105-MDL-2kxq.pdb1-A-0-B-0.pdb	m182	-57.1309509
O00308	P0CG47	1	0	Model	5hpt	1	A	0	82.8	42.9	493	865	-	B	0	87.8	32.3	78	151	-	O00308-P0CG47-MDL-5hpt.pdb1-A-0-B-0.pdb	m183	-79.5095694
O00308	P0CG47	2	0	Model	5hpt	2	D	0	82.3	42.9	493	865	-	E	0	87.8	32.3	2	75	-	O00308-P0CG47-MDL-5hpt.pdb2-D-0-E-0.pdb	m184	-82.9358203
O00308	P0CG47	3	0	Model	5hpt	3	G	0	81.4	42.6	495	865	-	H	0	87.8	32.3	154	227	-	O00308-P0CG47-MDL-5hpt.pdb3-G-0-H-0.pdb	m185	-86.070922
O00308	P84022	1	0	Model	2lb2	1	A	0	63.6	3.8	332	364	-	B	0	100.0	2.8	178	189	-	O00308-P84022-MDL-2lb2.pdb1-A-0-B-0.pdb	m186	-37.8880787
O00308	P84022	2	0	Model	2laj	1	A	0	60.6	3.7	407	438	-	B	0	100.0	2.4	202	211	-	O00308-P84022-MDL-2laj.pdb1-A-0-B-0.pdb	m187	-31.4322253
O00308	Q969T4	1	0	Model	3jw0	1	C	0	52.4	42.8	495	866	-	A	0	64.1	70.0	62	206	-	O00308-Q969T4-MDL-3jw0.pdb1-C-0-A-0.pdb	m188	-65.4819713
O00308	Q96B67	1	0	Model	4n7h	1	A	0	70.0	3.4	302	331	-	B	0	100.0	2.2	344	352	-	O00308-Q96B67-MDL-4n7h.pdb1-A-0-B-0.pdb	m189	-28.7411579
O00308	Q96LR5	1	0	Model	3jw0	1	C	0	52.4	42.8	495	866	-	A	0	63.4	72.1	56	200	-	O00308-Q96LR5-MDL-3jw0.pdb1-C-0-A-0.pdb	m190	-68.2945485
O00308	Q9HAC8	1	0	Dom_dom_model	5hpl	-	A	-	49.8	33.6	566	864	HECT	C	-	31.0	31.3	151	221	ubiquitin	O00308-Q9HAC8-MDD-HECT-ubiquitin-5hpl-A-505-803-C-3-74.pdb	m191	-68.3418718
O00311	P11802	1	0	Dom_dom_model	5ar8	-	B	-	8.4	42.0	62	564	Pkinase	A	-	22.0	46.2	10	162	Pkinase	O00311-P11802-MDD-Pkinase-Pkinase-5ar8-B-18-289-A-18-198.pdb	m192	-81.1985005
O00311	P38936	1	0	Dom_dom_model	6ath	-	A	-	12.5	40.9	72	568	Pkinase	C	-	44.9	29.3	21	68	CDI	O00311-P38936-MDD-Pkinase-CDI-6ath-A-17-285-C-31-79.pdb	m193	-87.2917595
O00311	P50750	1	0	Dom_dom_model	3dak	-	B	-	11.2	43.4	59	569	Pkinase	A	-	20.8	68.8	19	315	Pkinase	O00311-P50750-MDD-Pkinase-Pkinase-3dak-B-17-291-A-17-291.pdb	m194	-30.5343445
O00327	Q16665	2	0	Model	4zpr	1	A	0	33.9	58.9	73	441	-	B	0	83.0	40.6	15	349	-	O00327-Q16665-MDL-4zpr.pdb1-A-0-B-0.pdb	m195	-322.848226
O00327	Q8IUM7	1	0	Model	5sy5	4	A	0	37.8	57.5	82	441	-	B	0	30.2	35.8	8	294	-	O00327-Q8IUM7-MDL-5sy5.pdb4-A-0-B-0.pdb	m196	-416.122817
O00327	Q99743	1	0	Model	4f3l	1	B	0	80.6	59.4	71	442	-	A	0	73.2	41.6	17	359	-	O00327-Q99743-MDL-4f3l.pdb1-B-0-A-0.pdb	m197	-484.545736
O00327	Q99814	1	0	Model	4zp4	1	A	0	37.1	57.7	81	441	-	B	0	86.9	38.5	26	360	-	O00327-Q99814-MDL-4zp4.pdb1-A-0-B-0.pdb	m198	-399.513946
O00329	P01112	1	0	Dom_dom_model	1he8	-	A	-	26.6	9.8	176	279	PI3K_rbd	B	-	97.5	84.1	5	164	Ras	O00329-P01112-MDD-PI3K_rbd-Ras-1he8-A-203-312-B-5-165.pdb	m199	-38.8307798
O00329	P16333	1	0	Dom_dom_model	5sxk	-	A	-	50.0	17.2	502	682	PI3Ka	B	-	28.6	19.9	282	356	SH2	O00329-P16333-MDD-PI3Ka-SH2-5sxk-A-516-704-B-333-408.pdb	m200	-28.5534545
O00329	Q92569	1	0	Model	5dxu	1	A	0	90.8	97.2	17	1031	-	B	0	79.3	36.7	163	331	-	O00329-Q92569-MDL-5dxu.pdb1-A-0-B-0.pdb	m201	-173.006337
O00401	P17081	1	0	Model	1cee	-	B	-	67.8	11.7	195	253	-	A	-	70.5	85.9	10	185	-	O00401-P17081-MDL-pdb1cee.ent-B-0-A-0.pdb	m202	-122.477943
O00401	P60953	1	0	Model	1cee	-	B	-	67.8	11.7	195	253	-	A	-	100.0	93.7	1	179	-	O00401-P60953-MDL-pdb1cee.ent-B-0-A-0.pdb	m203	-122.73836
O00401	P61158	1	0	Model	2vcp	1	D	0	100.0	4.0	433	452	-	A	0	37.4	97.6	7	414	-	O00401-P61158-MDL-2vcp.pdb1-D-0-A-0.pdb	m204	-86.9042122
O00401	P63261	1	0	Model	2vcp	1	D	0	100.0	4.0	433	452	-	A	0	94.3	98.4	7	375	-	O00401-P63261-MDL-2vcp.pdb1-D-0-A-0.pdb	m205	-74.8518232
O00401	Q9H4E5	1	0	Model	1cee	-	B	-	67.8	11.7	195	253	-	A	-	65.2	83.2	20	197	-	O00401-Q9H4E5-MDL-pdb1cee.ent-B-0-A-0.pdb	m206	-123.601126
O00409	Q6PJQ5	1	0	Dom_dom_model	3qrf	-	H	-	39.8	16.1	114	194	Forkhead	I	-	26.4	25.1	192	275	Forkhead	O00409-Q6PJQ5-MDD-Forkhead-Forkhead-3qrf-H-336-417-I-336-417.pdb	m207	-235.527294
O00425	Q15365	1	0	Model	2axy	2	D	0	35.6	12.6	405	477	-	C	0	93.0	19.9	11	81	-	O00425-Q15365-MDL-2axy.pdb2-D-0-C-0.pdb	m208	-74.3788221
O00425	Q9UHX1	1	0	Dom_dom_model	5kw6	-	B	-	15.7	11.2	85	149	RRM_1	A	-	41.4	12.3	131	200	RRM_1	O00425-Q9UHX1-MDD-RRM_1-RRM_1-5kw6-B-228-298-A-228-298.pdb	m209	-0.212304053
O00444	P42680	1	0	Dom_dom_model	4rzw	-	B	-	23.7	25.3	14	261	Pkinase	A	-	27.4	39.3	371	618	Pkinase_Tyr	O00444-P42680-MDD-Pkinase-Pkinase_Tyr-4rzw-B-457-714-A-457-714.pdb	m210	-58.1788073
O00459	P04626	1	0	Model	5tqs	4	D	0	34.5	11.1	617	697	-	H	0	100.0	0.6	1218	1224	-	O00459-P04626-MDL-5tqs.pdb4-D-0-H-0.pdb	m211	-24.6503016
O00459	P08581	1	0	Model	1fyr	5	A	1	42.7	11.0	622	701	-	I	1	100.0	0.3	1356	1359	-	O00459-P08581-MDL-1fyr.pdb5-A-1-I-1.pdb	m212	-11.933638
O00459	P10721	1	0	Model	2iuh	1	A	0	85.8	15.5	324	436	-	B	0	100.0	0.8	718	725	-	O00459-P10721-MDL-2iuh.pdb1-A-0-B-0.pdb	m213	-42.572467
O00459	P40763	1	0	Dom_dom_model	3imd	-	B	-	39.2	10.0	622	696	SH2	A	-	15.1	9.7	584	674	SH2	O00459-P40763-MDD-SH2-SH2-3imd-B-60-135-A-60-135.pdb	m214	-75.3243097
O00459	P42338	1	0	Model	5dxu	1	B	0	74.0	23.2	428	596	-	A	0	54.6	96.2	29	1057	-	O00459-P42338-MDL-5dxu.pdb1-B-0-A-0.pdb	m215	-199.282857
O00459	P42680	1	0	Dom_dom_model	1rqq	-	D	-	18.8	9.9	622	695	SH2	A	-	34.8	39.0	371	616	Pkinase_Tyr	O00459-P42680-MDD-SH2-Pkinase_Tyr-1rqq-D-409-486-A-996-1260.pdb	m216	-5.36510265
O00459	P43405	1	0	Model	4u17	2	B	1	31.8	13.6	329	427	-	B	0	38.2	15.1	166	261	-	O00459-P43405-MDL-4u17.pdb2-B-1-B-0.pdb	m217	-242.052888
O00459	P46108	1	0	Dom_dom_model	5u1q	-	C	-	23.2	10.0	622	696	SH2	D	-	29.5	25.0	13	104	SH2	O00459-P46108-MDD-SH2-SH2-5u1q-C-431-512-D-431-512.pdb	m218	-9.69065951
O00459	P62993	1	0	Model	3in8	1	A	0	42.7	11.0	622	701	-	A	1	100.0	46.5	55	155	-	O00459-P62993-MDL-3in8.pdb1-A-0-A-1.pdb	m219	-75.9001176
O00459	P62993	2	0	Model	3n84	5	F	0	42.7	11.0	622	701	-	C	1	100.0	50.2	55	163	-	O00459-P62993-MDL-3n84.pdb5-F-0-C-1.pdb	m220	-76.4532651
O00463	O00463	2	0	Model	4gjh	1	C	0	89.8	31.6	381	556	-	A	0	89.7	31.2	383	556	-	O00463-O00463-MDL-4gjh.pdb1-C-0-A-0.pdb	m221	-29.7467609
O00463	Q12933	1	0	Model	1ca9	3	D	0	50.0	33.4	369	554	-	B	1	100.0	38.1	311	501	-	O00463-Q12933-MDL-1ca9.pdb3-D-0-B-1.pdb	m222	-49.5431274
O00463	Q13114	1	0	Model	1flk	1	A	1	59.5	33.9	368	556	-	A	2	100.0	36.1	364	568	-	O00463-Q13114-MDL-1flk.pdb1-A-1-A-2.pdb	m223	-80.2235867
O00463	Q9Y4K3	1	0	Model	4gjh	1	C	0	89.8	31.6	381	556	-	A	0	33.3	31.0	338	499	-	O00463-Q9Y4K3-MDL-4gjh.pdb1-C-0-A-0.pdb	m224	-42.9824007
O00470	O43248	1	0	Model	5ego	1	A	0	100.0	14.4	279	334	-	B	0	60.3	19.1	233	290	-	O00470-O43248-MDL-5ego.pdb1-A-0-B-0.pdb	m225	-8.43370317
O00470	O43248	3	0	Model	4xrs	2	B	0	100.0	14.9	279	336	-	I	0	48.2	18.4	234	289	-	O00470-O43248-MDL-4xrs.pdb2-B-0-I-0.pdb	m226	3.19677234
O00470	O43763	1	0	Model	2r5z	1	B	0	49.0	13.1	279	329	-	A	0	42.0	24.3	147	215	-	O00470-O43763-MDL-2r5z.pdb1-B-0-A-0.pdb	m227	-26.4871691
O00470	O43763	3	0	Model	4xrs	2	B	0	100.0	14.9	279	336	-	I	0	53.6	19.7	159	214	-	O00470-O43763-MDL-4xrs.pdb2-B-0-I-0.pdb	m228	3.79686024
O00470	P31314	1	0	Model	2r5z	1	B	0	49.0	13.1	279	329	-	A	0	44.9	20.9	191	259	-	O00470-P31314-MDL-2r5z.pdb1-B-0-A-0.pdb	m229	-12.5035247
O00470	P31314	3	0	Model	4xrs	2	B	0	100.0	14.9	279	336	-	I	0	50.0	17.0	203	258	-	O00470-P31314-MDL-4xrs.pdb2-B-0-I-0.pdb	m230	3.92287475
O00470	Q04743	1	0	Model	2r5y	1	B	0	49.0	13.1	279	329	-	A	0	49.2	23.0	155	212	-	O00470-Q04743-MDL-2r5y.pdb1-B-0-A-0.pdb	m231	-14.9690031
O00470	Q04743	2	0	Model	4xrs	2	B	0	100.0	14.9	279	336	-	I	0	53.7	21.4	158	211	-	O00470-Q04743-MDL-4xrs.pdb2-B-0-I-0.pdb	m232	-10.3240233
O00482	O75469	1	0	Model	4j5x	1	D	0	41.1	36.2	345	540	-	A	0	95.2	67.3	141	432	-	O00482-O75469-MDL-4j5x.pdb1-D-0-A-0.pdb	m233	-113.31966
O00482	O75469	2	0	Model	4j5w	1	D	0	40.8	36.0	345	539	-	A	0	93.9	67.7	141	434	-	O00482-O75469-MDL-4j5w.pdb1-D-0-A-0.pdb	m234	-92.9926002
O00482	P48552	1	0	Model	2gpo	1	A	0	34.2	36.0	345	539	-	C	0	100.0	0.9	378	387	-	O00482-P48552-MDL-2gpo.pdb1-A-0-C-0.pdb	m235	-37.950919
O00482	P48552	3	0	Model	2gpp	1	A	0	34.2	36.0	345	539	-	C	0	100.0	0.9	378	388	-	O00482-P48552-MDL-2gpp.pdb1-A-0-C-0.pdb	m236	-40.2597637
O00482	Q15788	2	0	Model	4j5x	1	C	0	41.1	36.2	345	540	-	B	0	100.0	1.2	681	698	-	O00482-Q15788-MDL-4j5x.pdb1-C-0-B-0.pdb	m237	-18.8013643
O00482	Q9Y618	1	0	Model	3r29	1	B	1	40.9	35.5	345	536	-	C	0	100.0	0.6	2335	2350	-	O00482-Q9Y618-MDL-3r29.pdb1-B-1-C-0.pdb	m238	-16.8883972
O00482	Q9Y618	3	0	Model	3r2a	1	D	0	39.7	39.4	326	538	-	F	0	100.0	0.4	2335	2343	-	O00482-Q9Y618-MDL-3r2a.pdb1-D-0-F-0.pdb	m239	-30.0577254
O00482	Q9Y6Q9	1	0	Dom_dom_model	1fm6	-	U	-	29.5	32.3	342	521	Hormone_recep	V	-	68.8	1.1	680	695	SRC-1	O00482-Q9Y6Q9-MDD-Hormone_recep-SRC-1-1fm6-U-257-442-V-628-642.pdb	m240	-48.4816298
O00482	Q9Y6Q9	2	0	Dom_dom_model	1m2z	-	A	-	16.5	33.1	335	518	Hormone_recep	B	-	68.2	1.5	726	747	DUF4927	O00482-Q9Y6Q9-MDD-Hormone_recep-DUF4927-1m2z-A-549-741-B-734-754.pdb	m241	-30.627739
O00487	O00487	2	0	Dom_dom_model	5vhf	-	Z	-	21.7	35.5	28	138	JAB	c	-	56.7	25.8	173	296	MitMem_reg	O00487-O00487-MDD-JAB-MitMem_reg-5vhf-Z-5-118-c-173-307.pdb	m242	-24.5998693
O00487	P35998	1	0	Model	5t0g	1	c	0	100.0	92.6	24	310	-	D	0	42.1	87.3	41	418	-	O00487-P35998-MDL-5t0g.pdb1-c-0-D-0.pdb	m243	-33.8470501
O00499	Q9UBW5	1	0	Model	4avm	1	A	0	54.8	43.7	18	276	-	A	1	99.6	40.7	15	244	-	O00499-Q9UBW5-MDL-4avm.pdb1-A-0-A-1.pdb	m244	-173.819642
O00505	Q14974	1	0	Model	1qgk	1	B	0	61.0	7.9	11	51	-	A	0	99.8	100.0	1	876	-	O00505-Q14974-MDL-1qgk.pdb1-B-0-A-0.pdb	m245	-84.6696514
